"UniqueId","FullName","University","JoinYear","SubField","Bachelors","Doctorate"
"2833","Manu Sridharan","University of California, Riverside","2019","Programming Languages","Massachusetts Institute of Technology","University of California, Berkeley"
"2834","Marek Chrobak","University of California, Riverside","1987","Algorithms & Complexity","","University of Warsaw"
"2837","Michalis Faloutsos","University of California, Riverside","2015","Computer Security","National Technical University of Athens","University of Toronto"
"2838","Mohsen Lesani","University of California, Riverside","","Programming Languages","University of Tehran","University of California, Los Angeles"
"2839","Nael B. Abu-Ghazaleh","University of California, Riverside","2014","Computer Architecture","University of Jordan","University of Cincinnati"
"2841","Philip Brisk","University of California, Riverside","2004","Embedded & Real-Time Systems","University of California, Los Angeles","University of California, Los Angeles"
"2842","Rajiv Gupta","University of California, Riverside","2007","High-Performance Computing","Indian Institute of Technology Delhi","University of Pittsburgh"
"2843","Samet Oymak","University of California, Riverside","2018","Software Engineering","Bilkent University","California Institute of Technology"
"2844","Shaolei Ren","University of California, Riverside","2015","Machine Learning & Data Mining","Tsinghua University","University of California, Los Angeles"
"2845","Sheldon X.-D. Tan","University of California, Riverside","2002","Machine Learning & Data Mining","Fudan University","University of Iowa"
"2846","Silas Richelson","University of California, Riverside","2017","Cryptography","","University of California, Los Angeles"
"2847","Srikanth V. Krishnamurthy","University of California, Riverside","2007","Computer Networks","Birla Institute of Technology and Science","University of California, San Diego"
"2848","Stefano Lonardi","University of California, Riverside","2011","Comp. Bio & Bioinformatics","University of Pisa","Purdue University"
"2849","Tamar Shinar","University of California, Riverside","2011","Comp. Bio & Bioinformatics","University of Illinois at Urbana-Champaign","Stanford University"
"2850","Tao Jiang","University of California, Riverside","1999","Algorithms & Complexity","University of Science and Technology of China","University of Minnesota"
"2853","Vagelis Hristidis","University of California, Riverside","2011","Databases","National Technical University of Athens","University of California, San Diego"
"2855","Vagelis Papalexakis","University of California, Riverside","2016","Machine Learning & Data Mining","Technical University of Crete","Carnegie Mellon University"
"2856","Vassilis J. Tsotras","University of California, Riverside","1997","Databases","National Technical University of Athens","Columbia University"
"2857","Walid A. Najjar","University of California, Riverside","2000","High-Performance Computing","American University of Beirut","University of Southern California"
"2859","Yan Gu","University of California, Riverside","2020","Algorithms & Complexity","Tsinghua University","Carnegie Mellon University"
"2860","Yihan Sun","University of California, Riverside","2020","Algorithms & Complexity","Tsinghua University","Carnegie Mellon University"
"2861","Zhijia Zhao","University of California, Riverside","2015","Computer Architecture","Harbin Institute of Technology","College of William & Mary"
"2862","Zhiyun Qian","University of California, Riverside","1989","Computer Networks","Shanghai Jiao Tong University","University of Michigan"
"2863","Zizhong Chen","University of California, Riverside","2012","High-Performance Computing","Beijing Normal University","University of Tennessee"
"2864","Aaron Schulman","University of California, San Diego","2016","Embedded & Real-Time Systems","University of Maryland","University of Maryland"
"2866","Albert Chern","University of California, San Diego","2020","Computer Graphics","National Taiwan University","California Institute of Technology"
"2867","Alex C. Snoeren","University of California, San Diego","2003","Operating Systems","Georgia Institute of Technology","Massachusetts Institute of Technology"
"2868","Alex Orailoglu","University of California, San Diego","1987","Computer Graphics","Harvard University","University of Illinois at Urbana-Champaign"
"2869","Alexander Vardy","University of California, San Diego","1998","Computer Architecture","Technion - Israel Institute of Technology","Tel Aviv University"
"2871","Alin Deutsch","University of California, San Diego","2002","Databases","Politehnica University of Bucharest","University of Pennsylvania"
"2872","Alon Orlitsky","University of California, San Diego","1997","Algorithms & Complexity","Ben-Gurion University of the Negev","Stanford University"
"2873","Andrew B. Kahng","University of California, San Diego","2001","Software Engineering","Harvard University","University of California, San Diego"
"2874","Arun Kumar","University of California, San Diego","2016","Databases","Indian Institute of Technology Madras","University of Wisconsin-Madison"
"2875","Bill Lin","University of California, San Diego","1997","Computer Architecture","University of California, Berkeley","University of California, Berkeley"
"2876","Charles Elkan","University of California, San Diego","1990","Machine Learning & Data Mining","University of Cambridge","Cornell University"
"2877","Chung-Kuan Cheng","University of California, San Diego","1986","Computer Networks","National Taiwan University","University of California, Berkeley"
"2878","Daniel Kane","University of California, San Diego","2014","Algorithms & Complexity","Massachusetts Institute of Technology","Harvard University"
"2879","Daniele Micciancio","University of California, San Diego","1999","Algorithms & Complexity","Scuola Normale Superiore","Massachusetts Institute of Technology"
"2880","David J. Kriegman","University of California, San Diego","2002","Artificial Intelligence","Princeton University","Stanford University"
"2881","Dean M. Tullsen","University of California, San Diego","1996","Computer Architecture","University of California, Los Angeles","University of Washington"
"2882","Debashis Sahoo","University of California, San Diego","2014","Comp. Bio & Bioinformatics","Indian Institute of Technology Kharagpur","Stanford University"
"2883","Deian Stefan","University of California, San Diego","2016","Computer Security","Cooper Union","Stanford University"
"2884","Falko Kuester","University of California, San Diego","2001","Computer Graphics","Technical University of Berlin","University of California, Davis"
"2886","Garrison W. Cottrell","University of California, San Diego","1987","Artificial Intelligence","Cornell University","University of Rochester"
"2887","Geoff Voelker","University of California, San Diego","2000","Computer Security","University of California, Berkeley","University of Washington"
